PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSI;P7250;P7280;P7280S1;P744;P3074;P7260;P1806;P7430;P7440;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4
20251252;12;2025;8435970;1;2;1;70;;2;404.543698;08;1;;;;;2;5;;2000000;1;;6;2;3;1;4;2;2;;2;;.;2411;47;4752
20251252;12;2025;8435971;1;1;1;70;;2;287.7855092;08;1;;;;;;;;;1;;372;1;5;2;10;2;3;;2;;.;8332;36;3600
20251252;12;2025;8435972;1;1;1;70;;2;287.7855092;08;1;;;;;;;;;1;;408;0;5;4;1;2;3;;2;;.;3324;46;4620
20251252;12;2025;8435973;1;1;1;70;;2;226.66143892;08;1;;;;;;;;;1;;96;1;3;4;1;2;2;;2;;.;5120;56;5611
20251252;12;2025;8435974;1;2;1;70;;2;479.55661402;08;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435977;1;3;1;70;;2;1668.1942532;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435977;1;4;1;70;;2;1668.1942532;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435978;1;1;1;70;;2;1824.8978165;13;1;;;;;2;5;;600000;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435978;1;3;1;70;;2;1824.8978165;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435979;1;4;1;70;;2;1282.8815212;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435980;1;3;1;70;;2;2096.5080099;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435981;1;2;1;70;;2;1614.7297622;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435982;1;2;1;70;;2;1638.1312581;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435982;1;3;1;70;;2;1638.1312581;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435982;1;4;1;70;;2;1638.1312581;13;1;;;;;2;4;;300000;1;;2;0;8;3;1;2;2;;2;;.;9111;97;9700
20251252;12;2025;8435982;1;10;1;70;;2;1638.1312581;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435983;1;1;1;70;;2;1634.0006887;13;1;;;;;2;5;;800000;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435984;1;1;1;70;;2;2087.6986181;13;1;;;;;1;;40;1000000;1;;12;0;7;4;1;2;2;;2;;.;9520;47;4789
20251252;12;2025;8435985;1;1;1;70;;2;1295.0479503;13;1;;;;;;;;;1;;360;0;4;4;1;2;2;;2;;.;7531;14;1410
20251252;12;2025;8435987;1;1;1;70;;2;1295.0479503;13;1;;;;;2;5;;500000;1;;0;3;7;4;1;2;2;;2;;.;5221;56;5619
20251252;12;2025;8435988;1;1;1;70;;2;1424.5527453;13;1;;;;;;;;;1;;120;0;4;4;1;2;2;;2;;.;9121;96;9601
20251252;12;2025;8435989;1;2;1;70;;2;1675.5280041;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435989;1;3;1;70;;2;1675.5280041;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435991;1;3;1;70;;2;2136.7845803;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435991;1;6;1;70;;2;2136.7845803;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435993;1;1;1;70;;2;1335.8725496;13;1;;;;;;;;;1;;360;0;3;3;1;2;2;;2;;.;9111;97;9700
20251252;12;2025;8435994;1;2;1;70;;2;2361.4673103;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435994;1;7;1;70;;2;2361.4673103;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435996;1;1;1;70;;2;1207.0035935;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435996;1;2;1;70;;2;1207.0035935;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435996;1;6;1;70;;2;1207.0035935;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435997;1;1;1;70;;2;1424.5527453;13;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8435998;1;1;1;70;;2;521.23695045;70;1;;;;;1;;12;300000;1;;96;0;4;4;1;2;2;;2;;.;9121;96;9601
20251252;12;2025;8435998;1;2;1;70;;2;521.23695045;70;1;;;;;2;5;;500000;1;;36;0;4;4;1;2;2;;2;;.;5212;56;5619
20251252;12;2025;8435999;1;3;1;70;;2;1040.5419111;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436000;1;1;1;70;;2;845.53145164;70;1;;;;;;;;;1;;84;0;5;4;1;2;2;;2;;.;6111;01;0113
20251252;12;2025;8436000;1;5;1;70;;2;845.53145164;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436002;1;1;1;70;;2;642.48938185;70;1;;;;;;;;;1;;2;0;3;4;1;2;2;;2;;.;7341;90;9005
20251252;12;2025;8436002;1;3;1;70;;2;642.48938185;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436002;1;4;1;70;;2;642.48938185;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436003;1;2;1;70;;2;946.49053988;70;;1;20;1;;;;48;1423500;1;;6;0;6;2;10;2;2;;2;;5329;5329;86;8610
20251252;12;2025;8436003;1;3;1;70;;2;946.49053988;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436003;1;4;1;70;;2;946.49053988;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436004;1;6;1;70;;2;872.25656541;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436005;1;10;1;70;;2;1042.2051298;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436006;1;4;1;70;;2;948.81691157;70;;1;1;1;;;;48;1423500;2;;;;;;;;2;;2;;5223;;;
20251252;12;2025;8436006;1;6;1;70;;2;948.81691157;70;;1;4;4;;;;36;600000;1;;1;0;8;4;1;2;2;;2;;9212;9212;01;0162
20251252;12;2025;8436006;1;7;1;70;;2;948.81691157;70;;1;4;1;;;;48;600000;2;;;;;;;;2;;2;;5131;;;
20251252;12;2025;8436009;1;1;1;70;;2;494.79941434;70;1;;;;;;;;;1;;120;0;4;4;1;2;2;;2;;.;6111;01;0113
20251252;12;2025;8436009;1;2;1;70;;2;494.79941434;70;1;;;;;;;;;1;;60;0;3;4;1;2;2;;2;;.;6111;01;0113
20251252;12;2025;8436010;1;1;1;70;;2;658.23795995;70;1;;;;;;;;;1;;60;0;4;4;1;2;2;;2;;.;6111;01;0113
20251252;12;2025;8436016;1;1;1;70;;2;679.73260778;70;1;;;;;1;;30;500000;1;;36;0;4;1;5;2;2;;2;;.;7331;15;1513
20251252;12;2025;8436017;1;1;1;70;;1;651.60761044;70;1;;;;;1;;40;1423500;1;;0;3;8;1;5;2;2;;1;1423500;.;5311;88;8891
20251252;12;2025;8436018;1;1;1;70;;1;715.52307509;70;1;;;;;;;;;1;;30;0;5;2;7;2;3;;2;;.;1345;85;8530
20251252;12;2025;8436018;1;2;1;70;;1;715.52307509;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436019;1;1;1;70;;1;651.60761044;70;1;;;;;;;;;1;;480;0;3;3;1;2;2;;2;;.;9111;97;9700
20251252;12;2025;8436021;1;3;1;70;;1;370.93792632;70;1;;;;;;;;;1;;480;0;3;3;1;2;2;;2;;.;9111;97;9700
20251252;12;2025;8436022;1;2;1;70;;1;616.71975753;70;1;;;;;1;;40;1423500;1;;0;3;8;4;1;2;2;;1;600000;.;9520;47;4781
20251252;12;2025;8436024;1;1;1;70;;1;673.53691558;70;1;;;;;;;;;1;;240;0;8;3;1;2;2;;2;;.;9111;97;9700
20251252;12;2025;8436025;1;2;1;70;;1;715.52307509;70;1;;;;;;;;;1;;60;0;4;4;1;2;2;;2;;.;9121;96;9601
20251252;12;2025;8436025;1;3;1;70;;1;715.52307509;70;;1;2;4;;;;46;1200000;1;;2;1;6;4;1;2;2;;2;;6222;6222;03;0312
20251252;12;2025;8436026;1;3;1;70;;1;659.05427162;70;;1;3;4;;;;30;400000;1;;1;0;8;4;2;2;2;;1;350000;6113;6113;01;0161
20251252;12;2025;8436026;1;5;1;70;;1;659.05427162;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436027;1;2;1;70;;1;786.46109477;70;;1;48;1;;;;40;1423500;1;;24;0;8;2;8;2;2;;2;;2341;2341;85;8530
20251252;12;2025;8436027;1;3;1;70;;1;786.46109477;70;1;;;;;;;;;1;;8;0;6;4;2;2;2;;2;;.;9313;41;4111
20251252;12;2025;8436027;1;4;1;70;;1;786.46109477;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436028;1;1;1;70;;1;709.18764288;70;1;;;;;;;;;1;;2;0;4;3;1;2;2;;2;;.;9111;97;9700
20251252;12;2025;8436028;1;4;1;70;;1;709.18764288;70;1;;;;;1;;44;1423500;1;;24;0;3;1;9;2;2;;2;;.;5414;68;6820
20251252;12;2025;8436029;1;3;1;70;;1;573.8834033;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436030;1;2;1;70;;1;333.84413369;70;1;;;;;;;;;1;;360;0;3;3;1;2;2;;2;;.;9111;97;9700
20251252;12;2025;8436030;1;3;1;70;;1;333.84413369;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436031;1;2;1;70;;1;555.04778178;70;1;;;;;;;;;1;;6;0;6;3;1;2;2;;2;;.;9111;97;9700
20251252;12;2025;8436032;1;2;1;70;;1;619.64742322;70;1;;;;;1;;40;1423500;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436036;1;1;1;70;;1;4071.7678697;15;1;;;;;;;;;1;;30;0;5;1;10;2;3;;2;;.;3343;24;2410
20251252;12;2025;8436037;1;1;1;70;;1;4071.7678697;15;1;;;;;;;;;1;;264;0;5;1;10;2;3;;2;;.;3312;64;6412
20251252;12;2025;8436039;1;3;1;70;;1;5729.7843594;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436042;1;1;1;70;;1;4886.1214437;15;1;;;;;;;;;1;;144;0;5;2;10;2;3;;2;;.;2341;85;8530
20251252;12;2025;8436044;1;3;1;70;;1;5317.4604707;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436045;1;4;1;70;;1;3054.7812797;15;;1;52;1;;;;20;1423500;1;;12;0;2;1;3;2;2;;2;;5141;5131;96;9602
20251252;12;2025;8436046;1;1;1;70;;2;662.19249001;15;1;;;;;;;;;1;;48;0;5;1;10;2;3;;2;;.;7232;51;5111
20251252;12;2025;8436047;1;1;1;70;;2;478.61757246;15;1;;;;;;;;;1;;2;0;4;4;1;2;2;;2;;.;5221;47;4721
20251252;12;2025;8436048;1;1;1;70;;2;478.61757246;15;1;;;;;;;;;1;;60;0;5;4;1;2;2;;2;;.;5223;47;4721
20251252;12;2025;8436049;1;2;1;70;;2;367.34777931;15;1;;;;;;;;;1;;6;0;5;4;1;2;3;;2;;.;9111;81;8121
20251252;12;2025;8436050;1;2;1;70;;2;1147.8875074;15;;1;20;1;;;;44;1423500;1;;4;0;4;1;6;2;2;;2;;9412;9412;10;1089
20251252;12;2025;8436052;1;5;1;70;;2;316.7905271;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436055;1;1;1;70;;2;367.34777931;15;1;;;;;;;;;1;;2;0;8;3;1;2;2;;2;;.;9111;97;9700
20251252;12;2025;8436056;1;2;1;70;;1;8406.2668139;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436060;1;1;1;70;;1;3629.1919279;15;1;;;;;;;;;1;;132;0;5;1;10;2;3;;2;;.;5321;86;8610
20251252;12;2025;8436062;1;1;1;70;;1;2485.9250366;15;1;;;;;;;;;1;;120;0;5;1;5;2;3;;2;;.;5223;23;2395
20251252;12;2025;8436062;1;2;1;70;;1;2485.9250366;15;1;;;;;;;;;1;;180;0;5;1;9;2;3;;2;;.;2341;85;8530
20251252;12;2025;8436064;1;1;1;70;;1;1899.0487002;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436064;1;2;1;70;;1;1899.0487002;15;1;;;;;;;;;1;;120;0;5;1;10;2;3;;2;;.;4120;24;2410
20251252;12;2025;8436064;1;3;1;70;;1;1899.0487002;15;1;;;;;;;;;1;;240;0;4;1;4;2;2;;2;;.;7231;45;4520
20251252;12;2025;8436064;1;4;1;70;;1;1899.0487002;15;1;;;;;;;;;1;;180;0;5;1;2;2;3;;2;;.;4120;94;9491
20251252;12;2025;8436064;1;5;1;70;;1;1899.0487002;15;;1;24;1;;;;44;2000000;1;;24;0;6;1;5;2;1;1;2;;2330;2330;85;8530
20251252;12;2025;8436066;1;1;1;70;;2;662.19249001;15;1;;;;;;;;;1;;84;0;5;4;1;2;2;;2;;.;8324;49;4921
20251252;12;2025;8436067;1;2;1;70;;2;464.63581804;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436068;1;1;1;70;;2;316.7905271;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436068;1;2;1;70;;2;316.7905271;15;1;;;;;;;;;1;;24;0;4;4;3;2;2;;2;;.;6111;01;0161
20251252;12;2025;8436068;1;3;1;70;;2;316.7905271;15;;1;44;4;;;;44;1423500;1;;6;0;8;4;4;2;2;;1;120000;6111;6111;01;0161
20251252;12;2025;8436068;1;4;1;70;;2;316.7905271;15;;1;44;4;;;;44;1423500;1;;6;0;8;4;4;2;2;;1;100000;6111;6111;01;0161
20251252;12;2025;8436068;1;5;1;70;;2;316.7905271;15;;1;52;1;;;;44;1423500;1;;24;0;8;1;7;2;2;;2;;5131;5221;47;4711
20251252;12;2025;8436069;1;4;1;70;;2;353.36602489;15;1;;;;;;;;;1;;60;0;4;4;1;2;2;;2;;.;6111;01;0113
20251252;12;2025;8436070;1;1;1;70;;2;371.77762335;15;1;;;;;;;;;1;;300;0;5;2;10;2;3;;2;;.;7411;84;8422
20251252;12;2025;8436070;1;2;1;70;;2;371.77762335;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436070;1;3;1;70;;2;371.77762335;15;;1;12;1;;;;44;1423500;1;;6;0;8;1;2;2;2;;2;;9313;9313;41;4111
20251252;12;2025;8436071;1;1;1;70;;2;316.7905271;15;1;;;;;;;;;1;;324;0;3;4;1;2;2;;2;;.;9111;81;8121
20251252;12;2025;8436072;1;1;1;70;;2;367.34777931;15;1;;;;;;;;;1;;30;0;5;1;7;2;3;;2;;.;8332;47;4711
20251252;12;2025;8436072;1;2;1;70;;2;367.34777931;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436073;1;1;1;70;;2;662.19249001;15;1;;;;;;;;;1;;180;0;5;1;7;2;3;;2;;.;7231;45;4520
20251252;12;2025;8436074;1;2;1;70;;2;576.89400617;15;;1;4;4;;;;44;1400000;2;;;;;;;;2;;2;;9211;;;
20251252;12;2025;8436075;1;1;1;70;;2;478.61757246;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436076;1;1;1;70;;1;2485.9250366;15;1;;;;;;;;;1;;168;0;5;1;10;2;3;;2;;.;7233;11;1103
20251252;12;2025;8436076;1;2;1;70;;1;2485.9250366;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436078;1;1;1;70;;1;4943.630582;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436079;1;1;1;70;;1;3999.6964345;15;;1;104;1;;;;44;1423500;1;;24;0;7;4;1;2;2;;2;;5131;5311;88;8891
20251252;12;2025;8436080;1;2;1;70;;1;3544.9736471;15;1;;;;;;;;;1;;36;0;3;4;1;2;2;;2;;.;9111;81;8121
20251252;12;2025;8436082;1;1;1;70;;1;4619.1343554;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436083;1;3;1;70;;1;3907.5095597;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436086;1;1;1;70;;1;1212.5092978;15;1;;;;;;;;;1;;240;0;4;4;1;2;2;;2;;.;6111;01;0161
20251252;12;2025;8436086;1;2;1;70;;1;1212.5092978;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436087;1;1;1;70;;1;1212.5092978;15;1;;;;;;;;;1;;48;0;4;1;8;2;2;;2;;.;8331;49;4921
20251252;12;2025;8436087;1;2;1;70;;1;1212.5092978;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436088;1;1;1;70;;1;1212.5092978;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436088;1;2;1;70;;1;1212.5092978;15;1;;;;;;;;;1;;36;0;4;4;1;2;2;;2;;.;5223;47;4711
20251252;12;2025;8436089;1;2;1;70;;1;1938.728015;15;1;;;;;1;;44;1423500;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436090;1;1;1;70;;1;1802.3852759;15;;1;36;2;;;;48;2500000;2;;;;;;;;2;;2;;1219;;;
20251252;12;2025;8436091;1;1;1;70;;1;1152.9639138;15;;1;12;1;;;;44;1600000;1;;3;1;8;4;2;2;2;;1;500000;8342;8342;42;4210
20251252;12;2025;8436091;1;2;1;70;;1;1152.9639138;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436091;1;3;1;70;;1;1152.9639138;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436095;1;1;1;70;;1;2042.3944138;15;1;;;;;;;;;1;;2;0;6;1;2;2;2;;2;;.;9412;56;5611
20251252;12;2025;8436096;1;1;1;70;;1;909.38197335;15;1;;;;;;;;;1;;108;0;4;1;6;2;1;2;2;;.;9311;05;0510
20251252;12;2025;8436096;1;2;1;70;;1;909.38197335;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436097;1;2;1;70;;1;1069.568691;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436098;1;2;1;70;;1;1537.5172838;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436098;1;4;1;70;;1;1537.5172838;15;;1;2;1;;;;48;1423500;1;;0;2;1;1;5;2;2;;2;;9313;8111;05;0510
20251252;12;2025;8436099;1;2;1;70;;1;1405.2845675;15;1;;;;;;;;;1;;36;0;8;1;2;2;2;;2;;.;9412;85;8530
20251252;12;2025;8436100;1;2;1;70;;1;2050.0772392;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436101;1;2;1;70;;1;1901.7530269;15;1;;;;;;;;;1;;36;0;2;1;3;2;2;;2;;.;5131;56;5611
20251252;12;2025;8436103;1;2;1;70;;2;3401.571446;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436105;1;1;1;70;;2;1329.3344908;15;1;;;;;;;;;1;;6;0;1;7;2;2;2;;2;;.;9212;01;0141
20251252;12;2025;8436105;1;3;1;70;;2;1329.3344908;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436107;1;1;1;70;;2;1273.7282576;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436107;1;2;1;70;;2;1273.7282576;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436109;1;1;1;70;;2;1924.3906445;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436110;1;2;1;70;;1;1433.2385689;15;1;;;;;;;;;1;;144;0;3;4;1;2;2;;2;;.;9111;81;8121
20251252;12;2025;8436112;1;1;1;70;;2;984.67011448;15;1;;;;;;;;;1;;120;0;5;1;9;2;3;;2;;.;9311;05;0510
20251252;12;2025;8436112;1;2;1;70;;2;984.67011448;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436114;1;2;1;70;;2;1297.4506033;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436114;1;3;1;70;;2;1297.4506033;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436116;1;1;1;70;;2;1774.9968604;15;1;;;;;;;;;1;;72;0;4;4;1;2;2;;2;;.;6121;01;0141
20251252;12;2025;8436117;1;1;1;70;;2;849.15217172;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436117;1;2;1;70;;2;849.15217172;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436118;1;2;1;70;;2;874.34886453;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436119;1;2;1;70;;2;984.67011448;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436120;1;2;1;70;;2;2869.8127884;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436120;1;3;1;70;;2;2869.8127884;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436120;1;4;1;70;;2;2869.8127884;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436121;1;2;1;70;;2;3229.0390116;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436121;1;3;1;70;;2;3229.0390116;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436123;1;1;1;70;;1;1588.8029857;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436124;1;2;1;70;;2;3068.4387595;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436124;1;3;1;70;;2;3068.4387595;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436125;1;2;1;70;;2;1018.9826061;15;;1;24;1;;;;44;1423500;1;;24;0;1;1;3;2;2;;1;700000;8111;8111;05;0510
20251252;12;2025;8436126;1;2;1;70;;2;1018.9826061;15;1;;;;;;;;;1;;12;0;4;1;10;2;2;;2;;.;5414;80;8010
20251252;12;2025;8436126;1;3;1;70;;2;1018.9826061;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436128;1;2;1;70;;2;2827.3417323;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436129;1;1;1;70;;2;1539.5125156;15;1;;;;;;;;;1;;108;0;3;4;3;2;2;;2;;.;6111;01;0113
20251252;12;2025;8436130;1;2;1;70;;2;3068.4387595;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436130;1;3;1;70;;2;3068.4387595;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436131;1;1;1;70;;2;1556.940724;15;1;;;;;;;;;1;;20;5;3;4;1;2;2;;2;;.;5223;47;4711
20251252;12;2025;8436131;1;3;1;70;;2;1556.940724;15;;1;208;1;;;;40;1423500;2;;;;;;;;2;;2;;4321;;;
20251252;12;2025;8436132;1;1;1;70;;2;1556.940724;15;1;;;;;;;;;1;;60;0;4;4;1;2;2;;2;;.;9211;01;0161
20251252;12;2025;8436132;1;2;1;70;;2;1556.940724;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436132;1;3;1;70;;2;1556.940724;15;;1;4;4;;;;40;1423500;1;;1;2;7;1;2;2;2;;2;;8341;8341;01;0161
20251252;12;2025;8436133;1;1;1;70;;2;1539.5125156;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436136;1;2;1;70;;2;4075.9304243;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436137;1;3;1;70;;2;1018.9826061;15;1;;;;;;;;;1;;24;0;4;1;10;2;2;;2;;.;6113;01;0125
20251252;12;2025;8436137;1;5;1;70;;2;1018.9826061;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436138;1;2;1;70;;2;1494.5390605;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436139;1;1;1;70;;2;1018.9826061;15;1;;;;;;;;;1;;156;0;4;4;1;2;2;;2;;.;6111;01;0113
20251252;12;2025;8436139;1;3;1;70;;2;1018.9826061;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436140;1;2;1;70;;2;1181.6041374;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436141;1;1;1;70;;1;1296.2809203;15;;1;1;1;;;;46;1423500;1;;0;1;7;1;5;2;2;;1;1423500;9311;9311;05;0510
20251252;12;2025;8436141;1;2;1;70;;1;1296.2809203;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436141;1;3;1;70;;1;1296.2809203;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436141;1;4;1;70;;1;1296.2809203;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436141;1;5;1;70;;1;1296.2809203;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436142;1;2;1;70;;2;2300.947115;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436144;1;1;1;70;;2;1539.5125156;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436146;1;1;1;70;;2;1181.6041374;15;1;;;;;;;;;1;;6;0;4;4;2;2;2;;2;;.;9212;01;0141
20251252;12;2025;8436146;1;2;1;70;;2;1181.6041374;15;1;;;;;;;;;1;;6;0;3;4;2;2;2;;2;;.;9212;01;0141
20251252;12;2025;8436148;1;2;1;70;;1;2547.6986848;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436148;1;3;1;70;;1;2547.6986848;15;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251252;12;2025;8436150;1;1;1;70;;1;1435.019566;76;1;;;;;;;;;1;;408;0;5;1;10;2;3;;2;;.;9211;01;0124
20251252;12;2025;8436153;1;2;1;70;;1;2056.1686909;76;1;;;;;;;;;1;;60;0;9;2;10;2;3;;2;;.;2330;85;8530
20251252;12;2025;8436153;1;3;1;70;;1;2056.1686909;76;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
