PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSI;P7250;P7280;P7280S1;P744;P3074;P7260;P1806;P7430;P7440;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4
20251250;12;2025;8442838;1;6;1;70;52;1;64.976501656;52;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442839;1;2;1;70;52;1;105.73943635;52;1;;;;;;;;;1;;96;0;4;4;1;2;2;;2;;.;5414;80;8010
20251250;12;2025;8442840;1;3;1;70;52;1;150.99117227;52;1;;;;;1;;24;1500000;1;;12;0;9;1;6;2;2;;2;;.;3311;52;5229
20251250;12;2025;8442840;1;4;1;70;52;1;150.99117227;52;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442841;1;1;1;70;52;1;202.39045266;52;1;;;;;;;;;1;;72;0;4;4;1;2;2;;2;;.;7531;14;1410
20251250;12;2025;8442842;1;2;1;70;52;1;107.48419236;52;1;;;;;;;;;1;;120;0;4;4;1;2;2;;2;;.;5223;47;4771
20251250;12;2025;8442843;1;1;1;70;52;1;103.62391176;52;1;;;;;;;;;1;;36;0;4;3;1;2;2;;2;;.;9111;97;9700
20251250;12;2025;8442845;1;1;1;70;52;1;178.1549122;52;1;;;;;1;;48;1000000;1;;300;0;6;1;4;2;2;;2;;.;9112;47;4754
20251250;12;2025;8442845;1;2;1;70;52;1;178.1549122;52;1;;;;;;;;;1;;180;0;5;1;7;2;3;;2;;.;5243;47;4711
20251250;12;2025;8442849;1;1;1;70;52;1;215.88314951;52;1;;;;;;;;;1;;84;0;4;4;1;2;3;;2;;.;1420;47;4711
20251250;12;2025;8442851;1;4;1;70;52;1;98.309201835;52;1;;;;;;;;;1;;240;0;4;4;1;2;2;;2;;.;7332;14;1410
20251250;12;2025;8442852;1;1;1;70;52;1;132.47375083;52;;1;4;4;;;;30;300000;1;;1;0;8;4;1;2;2;;1;50000;4415;4415;96;9609
20251250;12;2025;8442853;1;3;1;70;52;1;208.66204169;52;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442853;1;4;1;70;52;1;208.66204169;52;1;;;;;;;;;1;;240;0;4;4;3;2;2;;2;;.;7314;23;2392
20251250;12;2025;8442854;1;2;1;70;52;1;117.95220085;52;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442855;1;1;1;70;52;1;113.04979881;52;1;;;;;;;;;1;;240;0;4;4;1;2;2;;2;;.;7531;95;9529
20251250;12;2025;8442855;1;3;1;70;52;1;113.04979881;52;1;;;;;;;;;1;;120;0;3;4;1;2;2;;2;;.;9111;81;8121
20251250;12;2025;8442855;1;4;1;70;52;1;113.04979881;52;1;;;;;1;;40;1500000;1;;140;0;8;4;1;2;3;;2;;.;7131;43;4330
20251250;12;2025;8442857;1;1;1;70;52;1;133.25413076;52;1;;;;;1;;30;750000;1;;16;0;3;4;1;2;2;;2;;.;9111;81;8121
20251250;12;2025;8442858;1;1;1;70;52;1;132.47375083;52;1;;;;;;;;;1;;180;0;5;2;10;2;3;;2;;.;3343;84;8413
20251250;12;2025;8442859;1;3;1;70;52;1;93.884966192;52;;1;16;2;;;;44;1400000;2;;;;;;;;2;;2;;2611;;;
20251250;12;2025;8442860;1;1;1;70;52;1;156.77632274;52;1;;;;;;;;;1;;24;0;9;1;5;2;3;;2;;.;3322;96;9603
20251250;12;2025;8442860;1;2;1;70;52;1;156.77632274;52;1;;;;;1;;48;1423500;1;;132;0;8;1;6;2;2;;2;;.;4321;10;1051
20251250;12;2025;8442860;1;3;1;70;52;1;156.77632274;52;1;;;;;;;;;1;;24;0;7;4;1;2;3;;2;;.;7531;95;9529
20251250;12;2025;8442861;1;1;1;70;52;1;166.11184592;52;1;;;;;;;;;1;;180;0;7;1;2;2;2;;2;;.;7522;31;3110
20251250;12;2025;8442861;1;3;1;70;52;1;166.11184592;52;;1;12;1;;;;44;1600000;2;;;;;;;;2;;2;;5321;;;
20251250;12;2025;8442861;1;4;1;70;52;1;166.11184592;52;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442864;1;1;1;70;52;1;115.81593587;52;1;;;;;1;;48;1423500;1;;25;0;4;4;1;2;2;;2;;.;1420;18;1811
20251250;12;2025;8442867;1;1;1;70;52;1;116.61048799;52;1;;;;;;;;;1;;50;0;4;4;1;2;2;;2;;.;7212;25;2511
20251250;12;2025;8442867;1;2;1;70;52;1;116.61048799;52;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251249;12;2025;8442871;1;1;1;70;54;1;561.91168473;54;1;;;;;;;;;1;;180;1;5;1;10;2;3;;2;;.;8331;49;4921
20251249;12;2025;8442871;1;2;1;70;54;1;561.91168473;54;1;;;;;;;;;1;;360;1;3;4;1;2;2;;2;;.;1420;47;4711
20251249;12;2025;8442871;1;3;1;70;54;1;561.91168473;54;;1;24;2;;;;44;2600000;1;;13;1;8;1;5;2;2;;2;;2330;2330;85;8530
20251249;12;2025;8442872;1;1;1;70;54;1;393.70312433;54;;1;4;1;;;;44;1423500;1;;1;0;8;4;1;2;2;;1;800000;5223;5223;47;4771
20251249;12;2025;8442872;1;3;1;70;54;1;393.70312433;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251249;12;2025;8442872;1;4;1;70;54;1;393.70312433;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251249;12;2025;8442873;1;2;1;70;54;1;317.07761316;54;1;;;;;;;;;1;;36;1;3;1;5;2;2;;2;;.;5223;47;4771
20251249;12;2025;8442875;1;1;1;70;54;1;393.63509413;54;1;;;;;;;;;1;;36;1;3;1;4;2;2;;2;;.;5223;47;4761
20251249;12;2025;8442877;1;1;1;70;54;1;240.11788568;54;1;;;;;;;;;1;;200;1;5;1;5;2;3;;2;;.;9112;68;6820
20251249;12;2025;8442878;1;2;1;70;54;1;348.83223863;54;1;;;;;;;;;1;;94;1;3;4;1;2;2;;2;;.;5221;47;4711
20251249;12;2025;8442878;1;3;1;70;54;1;348.83223863;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251249;12;2025;8442878;1;4;1;70;54;1;348.83223863;54;1;;;;;;;;;1;;36;1;2;1;5;2;2;;2;;.;5223;74;7420
20251249;12;2025;8442880;1;2;1;70;54;1;261.79663222;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251249;12;2025;8442880;1;3;1;70;54;1;261.79663222;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251249;12;2025;8442881;1;2;1;70;54;1;257.8103212;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251249;12;2025;8442881;1;5;1;70;54;1;257.8103212;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251249;12;2025;8442884;1;2;1;70;54;1;940.81056186;54;1;;;;;;;;;1;;2;1;3;4;1;2;2;;2;;.;9329;14;1410
20251249;12;2025;8442884;1;4;1;70;54;1;940.81056186;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442892;1;3;1;70;54;1;530.13162403;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442892;1;4;1;70;54;1;530.13162403;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442893;1;1;1;70;54;1;258.68326756;54;1;;;;;;;;;1;;36;0;4;1;2;2;2;;2;;.;5120;56;5611
20251250;12;2025;8442894;1;1;1;70;54;1;221.01759932;54;1;;;;;2;2;;1200000;1;;2;0;4;4;1;2;2;;2;;.;5311;88;8891
20251250;12;2025;8442895;1;1;1;70;54;1;648.40644045;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442895;1;2;1;70;54;1;648.40644045;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442895;1;4;1;70;54;1;648.40644045;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442896;1;1;1;70;54;1;640.97465563;54;1;;;;;2;5;;800000;1;;84;0;3;4;1;2;2;;2;;.;9111;81;8121
20251250;12;2025;8442896;1;2;1;70;54;1;640.97465563;54;;1;52;4;;;;44;1423500;1;;12;0;4;4;1;2;2;;2;;7212;7212;25;2592
20251250;12;2025;8442896;1;3;1;70;54;1;640.97465563;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442896;1;4;1;70;54;1;640.97465563;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442897;1;2;1;70;54;1;378.31202474;54;1;;;;;;;;;1;;12;1;2;4;1;2;2;;2;;.;5131;56;5611
20251250;12;2025;8442898;1;1;1;70;54;1;348.09341369;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442898;1;2;1;70;54;1;348.09341369;54;1;;;;;;;;;1;;12;2;4;4;1;2;2;;2;;.;7231;45;4520
20251250;12;2025;8442901;1;2;1;70;54;1;387.06588161;54;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442904;1;1;1;70;63;1;101.29845146;63;;1;4;1;;;;48;2500000;1;;1;0;3;1;9;2;2;;2;;8332;8344;10;1090
20251250;12;2025;8442904;1;2;1;70;63;1;101.29845146;63;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442905;1;1;1;70;63;1;89.474295373;63;1;;;;;;;;;1;;36;0;8;4;1;2;3;;2;;.;7112;41;4111
20251250;12;2025;8442905;1;2;1;70;63;1;89.474295373;63;1;;;;;;;;;1;;130;0;8;4;1;2;2;;2;;.;9111;81;8121
20251250;12;2025;8442906;1;1;1;70;63;1;181.69960271;63;1;;;;;;;;;1;;300;0;5;2;10;2;3;;2;;.;9626;36;3600
20251250;12;2025;8442906;1;2;1;70;63;1;181.69960271;63;;1;24;1;;;;48;2500000;1;;6;0;8;4;1;2;2;;2;;2513;5142;96;9602
20251250;12;2025;8442909;1;1;1;70;63;1;95.158781185;63;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442911;1;1;1;70;63;1;81.202159944;63;1;;;;;;;;;1;;240;0;7;4;1;2;2;;2;;.;5223;47;4711
20251250;12;2025;8442912;1;1;1;70;63;1;148.02477073;63;1;;;;;;;;;1;;4;0;6;4;1;2;2;;2;;.;5223;47;4773
20251250;12;2025;8442913;1;1;1;70;63;1;103.80957947;63;1;;;;;;;;;1;;24;0;7;6;2;2;2;;2;;.;8160;10;1081
20251250;12;2025;8442915;1;1;1;70;63;1;102.91967875;63;1;;;;;;;;;1;;195;0;3;1;8;2;1;2;2;;.;2142;42;4290
20251250;12;2025;8442915;1;2;1;70;63;1;102.91967875;63;1;;;;;;;;;1;;288;0;3;1;2;2;2;;2;;.;5223;47;4771
20251250;12;2025;8442916;1;1;1;70;63;1;118.47239282;63;1;;;;;;;;;1;;220;0;5;2;10;2;3;;2;;.;4229;86;8610
20251250;12;2025;8442918;1;1;1;70;66;1;261.08214112;66;1;;;;;;;;;1;;300;1;4;4;1;2;2;;2;;.;9111;81;8121
20251250;12;2025;8442919;1;1;1;70;66;1;222.43552436;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442919;1;2;1;70;66;1;222.43552436;66;1;;;;;;;;;1;;356;0;4;7;4;2;2;;2;;.;9211;01;0123
20251250;12;2025;8442920;1;1;1;70;66;1;260.10995944;66;1;;;;;;;;;1;;76;5;5;2;10;2;3;;2;;.;2330;84;8413
20251250;12;2025;8442920;1;2;1;70;66;1;260.10995944;66;1;;;;;;;;;1;;330;5;3;1;3;2;2;;2;;.;4120;45;4530
20251250;12;2025;8442920;1;3;1;70;66;1;260.10995944;66;;1;8;1;;;;48;3000000;1;;2;5;8;1;7;2;2;;2;;2634;2634;86;8621
20251250;12;2025;8442922;1;1;1;70;66;1;193.09726259;66;1;;;;;;;;;1;;12;0;2;1;9;2;1;1;2;;.;4222;82;8220
20251250;12;2025;8442923;1;2;1;70;66;1;340.73314556;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442925;1;1;1;70;66;1;242.07571543;66;1;;;;;;;;;1;;336;5;3;4;1;2;2;;2;;.;9111;81;8121
20251250;12;2025;8442925;1;2;1;70;66;1;242.07571543;66;1;;;;;;;;;1;;120;5;5;2;10;2;3;;2;;.;8343;84;8412
20251250;12;2025;8442926;1;2;1;70;66;1;438.5508364;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442928;1;2;1;70;66;1;271.73569862;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442930;1;2;1;70;66;1;438.00739497;66;1;;;;;;;;;1;;24;0;4;1;10;2;2;;2;;.;5223;23;2395
20251250;12;2025;8442931;1;1;1;70;66;1;310.50529392;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442932;1;1;1;70;66;1;489.80612927;66;1;;;;;;;;;1;;240;0;6;3;1;2;2;;2;;.;9111;97;9700
20251250;12;2025;8442932;1;4;1;70;66;1;489.80612927;66;;1;4;1;;;;44;1424000;1;;1;0;6;4;5;2;2;;1;1900000;5131;5169;96;9609
20251250;12;2025;8442933;1;1;1;70;66;1;228.77138426;66;;1;10;1;;;;48;1400000;1;;1;0;3;4;1;2;2;;1;800000;9112;9111;81;8121
20251250;12;2025;8442933;1;2;1;70;66;1;228.77138426;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442933;1;4;1;70;66;1;228.77138426;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442934;1;1;1;70;66;1;661.75806994;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442936;1;1;1;70;66;1;413.33964412;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442936;1;3;1;70;66;1;413.33964412;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442936;1;5;1;70;66;1;413.33964412;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442937;1;2;1;70;66;1;175.44441131;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442938;1;1;1;70;66;1;248.5041219;66;1;;;;;;;;;1;;12;0;3;4;1;2;2;;2;;.;3322;47;4792
20251250;12;2025;8442939;1;1;1;70;66;1;488.63085829;66;1;;;;;;;;;1;;120;2;3;4;1;2;2;;2;;.;9111;81;8121
20251250;12;2025;8442939;1;2;1;70;66;1;488.63085829;66;1;;;;;;;;;1;;156;2;4;5;2;2;2;;2;;.;6111;01;0122
20251250;12;2025;8442940;1;1;1;70;66;1;772.51497396;66;1;;;;;;;;;1;;200;2;5;1;9;2;3;;2;;.;8160;10;1061
20251250;12;2025;8442940;1;2;1;70;66;1;772.51497396;66;1;;;;;;;;;1;;70;2;4;3;1;2;2;;2;;.;9111;97;9700
20251250;12;2025;8442942;1;1;1;70;66;1;640.44541467;66;1;;;;;;;;;1;;36;0;5;7;8;2;3;;2;;.;7544;01;0124
20251250;12;2025;8442942;1;2;1;70;66;1;640.44541467;66;1;;;;;;;;;1;;300;0;6;3;1;2;2;;2;;.;9111;97;9700
20251250;12;2025;8442943;1;1;1;70;66;1;195.81160584;66;1;;;;;;;;;1;;84;5;3;1;4;2;2;;2;;.;1420;47;4752
20251250;12;2025;8442948;1;3;1;70;66;1;200.70779829;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442948;1;4;1;70;66;1;200.70779829;66;1;;;;;;;;;1;;76;0;3;4;1;2;2;;2;;.;2359;85;8559
20251250;12;2025;8442950;1;2;1;70;66;1;165.74670324;66;1;;;;;;;;;1;;60;0;3;1;10;2;2;;2;;.;5230;47;4711
20251250;12;2025;8442952;1;1;1;70;66;1;195.81160584;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442953;1;2;1;70;66;1;1151.7727374;66;1;;;;;;;;;1;;180;2;3;3;1;2;2;;2;;.;9111;97;9700
20251250;12;2025;8442954;1;1;1;70;66;1;173.39539713;66;1;;;;;;;;;1;;24;0;5;4;1;2;3;;2;;.;1420;47;4754
20251250;12;2025;8442954;1;2;1;70;66;1;173.39539713;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442956;1;1;1;70;66;1;438.35643992;66;1;;;;;;;;;1;;396;2;5;2;10;2;3;;2;;.;2341;85;8530
20251250;12;2025;8442957;1;1;1;70;66;1;243.67279348;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442957;1;2;1;70;66;1;243.67279348;66;1;;;;;;;;;1;;104;0;4;1;3;2;2;;2;;.;9313;41;4111
20251250;12;2025;8442958;1;2;1;70;66;1;236.78050162;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442959;1;1;1;70;66;1;211.30753717;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442959;1;3;1;70;66;1;211.30753717;66;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442961;1;1;1;70;66;1;207.49347037;66;1;;;;;;;;;1;;24;0;5;1;5;2;3;;2;;.;9621;47;4773
20251250;12;2025;8442961;1;3;1;70;66;1;207.49347037;66;1;;;;;;;;;1;;48;0;3;1;6;2;2;;2;;.;7531;14;1410
20251250;12;2025;8442965;1;1;1;70;;1;375.85473743;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442965;1;2;1;70;;1;375.85473743;68;;1;8;4;;;;48;1423500;1;;1;0;8;4;1;2;2;;1;600000;9313;9313;41;4111
20251250;12;2025;8442966;1;2;1;70;;1;485.94075462;68;;1;4;1;;;;24;1400000;1;;6;4;7;4;1;2;2;;2;;5141;5142;96;9602
20251250;12;2025;8442967;1;2;1;70;;1;417.00715566;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442968;1;1;1;70;;1;438.76280793;68;;1;16;3;;;;48;1200000;1;;4;0;8;3;1;2;2;;2;;9111;9111;97;9700
20251250;12;2025;8442968;1;3;1;70;;1;438.76280793;68;;1;12;1;;;;48;1423500;1;;3;0;7;1;3;2;2;;2;;5242;5230;45;4541
20251250;12;2025;8442968;1;4;1;70;;1;438.76280793;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442969;1;1;1;70;;1;237.45243276;68;1;;;;;;;;;1;;240;5;4;4;1;2;2;;2;;.;9111;81;8121
20251250;12;2025;8442969;1;2;1;70;;1;237.45243276;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442970;1;1;1;70;;1;389.88247146;68;1;;;;;;;;;1;;120;5;4;4;1;2;2;;2;;.;9111;81;8121
20251250;12;2025;8442971;1;4;1;70;;1;447.95753083;68;1;;;;;;;;;1;;84;4;4;4;1;2;2;;2;;.;9611;38;3830
20251250;12;2025;8442972;1;1;1;70;;1;151.50977348;68;1;;;;;1;;44;1423500;1;;60;4;8;1;8;2;2;;2;;.;9112;81;8121
20251250;12;2025;8442972;1;3;1;70;;1;151.50977348;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442973;1;1;1;70;;1;231.65285622;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442976;1;2;1;70;;1;1034.382888;68;;1;24;1;;;;8;1423500;2;;;;;;;;2;;2;;5223;;;
20251250;12;2025;8442976;1;5;1;70;;1;1034.382888;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442977;1;1;1;70;;1;348.91200382;68;1;;;;;;;;;2;;;;;;;;3;;2;;.;.;;.
20251250;12;2025;8442977;1;2;1;70;;1;348.91200382;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442977;1;3;1;70;;1;348.91200382;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442980;1;2;1;70;68;1;401.8614508;68;1;;;;;;;;;1;;2;4;8;4;1;2;2;;2;;.;7531;14;1410
20251250;12;2025;8442981;1;1;1;70;68;1;372.53053639;68;1;;;;;;;;;1;;16;0;3;1;10;2;2;;2;;.;5151;78;7820
20251250;12;2025;8442981;2;1;2;70;68;1;372.53053639;68;1;;;;;2;5;;1500000;1;;4;0;4;1;2;2;2;;2;;.;9313;41;4111
20251250;12;2025;8442982;1;1;1;70;68;1;278.16189383;68;1;;;;;;;;;1;;72;4;4;1;6;2;2;;2;;.;5414;86;8621
20251250;12;2025;8442982;1;2;1;70;68;1;278.16189383;68;1;;;;;;;;;1;;120;4;3;4;1;2;2;;2;;.;9111;81;8121
20251250;12;2025;8442982;1;3;1;70;68;1;278.16189383;68;;1;2;1;;;;48;1423500;2;;;;;;;;2;;2;;4321;;;
20251250;12;2025;8442984;1;1;1;70;68;1;273.52399998;68;1;;;;;;;;;1;;3;4;8;4;1;2;2;;2;;.;9621;53;5320
20251250;12;2025;8442984;1;2;1;70;68;1;273.52399998;68;1;;;;;;;;;1;;132;4;5;1;7;2;3;;2;;.;5230;47;4771
20251250;12;2025;8442985;1;1;1;70;68;1;321.88406624;68;1;;;;;;;;;1;;70;1;9;5;3;2;2;;2;;.;9211;01;0113
20251250;12;2025;8442988;1;1;1;70;68;1;273.52399998;68;1;;;;;;;;;1;;120;4;8;4;1;2;3;;2;;.;1420;47;4771
20251250;12;2025;8442989;1;2;1;70;68;1;253.82416942;68;1;;;;;;;;;1;;48;2;5;2;10;2;3;;2;;.;5321;86;8610
20251250;12;2025;8442990;1;2;1;70;68;1;293.19688503;68;;1;32;1;;;;24;712000;1;;7;4;8;4;10;2;2;;2;;5321;5321;86;8610
20251250;12;2025;8442996;1;1;1;70;68;1;393.75587191;68;1;;;;;;;;;1;;264;4;5;2;10;2;3;;2;;.;4223;61;6110
20251250;12;2025;8442997;1;2;1;70;68;1;353.642689;68;1;;;;;1;;30;1600000;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442997;1;3;1;70;68;1;353.642689;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8442998;1;1;1;70;68;1;1388.9660257;68;1;;;;;;;;;1;;180;2;5;4;1;2;3;;2;;.;3431;74;7420
20251250;12;2025;8442998;1;3;1;70;68;1;1388.9660257;68;;1;2;1;;;;44;1500000;2;;;;;;;;2;;2;;8342;;;
20251250;12;2025;8442999;1;3;1;70;68;1;494.8481429;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8443000;1;1;1;70;68;1;914.76951769;68;1;;;;;;;;;1;;600;2;3;1;2;2;2;;2;;.;5131;56;5611
20251250;12;2025;8443001;1;1;1;70;68;1;1367.6481987;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8443001;1;2;1;70;68;1;1367.6481987;68;1;;;;;;;;;1;;420;0;5;2;6;2;3;;2;;.;3343;84;8412
20251250;12;2025;8443001;1;3;1;70;68;1;1367.6481987;68;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8443001;1;4;1;70;68;1;1367.6481987;68;;1;12;1;;;;48;1500000;1;;8;0;1;1;2;2;2;;2;;9313;9313;41;4111
20251250;12;2025;8443003;1;1;1;70;68;1;1088.5722461;68;1;;;;;;;;;1;;36;2;5;1;6;2;3;;2;;.;2652;94;9491
20251250;12;2025;8443003;1;2;1;70;68;1;1088.5722461;68;1;;;;;;;;;1;;165;2;5;2;7;2;3;;2;;.;2341;85;8530
20251250;12;2025;8443007;1;1;1;70;68;1;525.00782921;68;1;;;;;;;;;1;;48;0;5;2;10;2;3;;2;;.;2330;85;8530
20251250;12;2025;8443008;1;1;1;70;70;1;144.53823633;70;;1;4;1;;;;48;1423500;1;;3;0;8;4;2;2;2;;2;;9621;9621;77;7729
20251250;12;2025;8443008;1;2;1;70;70;1;144.53823633;70;;1;20;3;;;;46;1423500;2;;;;;;;;2;;2;;5311;;;
20251250;12;2025;8443009;1;1;1;70;70;1;140.93419733;70;1;;;;;;;;;1;;5;0;3;1;2;2;2;;2;;.;5223;47;4755
20251250;12;2025;8443009;1;3;1;70;70;1;140.93419733;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8443010;1;1;1;70;70;1;116.81047419;70;1;;;;;;;;;1;;48;2;3;4;1;2;2;;2;;.;9411;56;5619
20251250;12;2025;8443011;1;2;1;70;70;1;143.32164698;70;1;;;;;;;;;1;;108;0;3;1;2;2;2;;2;;.;5223;47;4761
20251250;12;2025;8443014;1;2;1;70;70;1;169.34246761;70;1;;;;;;;;;1;;2;0;8;4;1;2;2;;2;;.;5212;56;5619
20251250;12;2025;8443015;1;2;1;70;70;1;156.04906622;70;1;;;;;1;;22;1000000;1;;6;0;6;1;4;2;2;;2;;.;5223;47;4774
20251250;12;2025;8443016;1;2;1;70;70;1;100.01014242;70;1;;;;;1;;40;1423500;1;;108;0;8;1;6;2;2;;2;;.;3343;86;8621
20251250;12;2025;8443017;1;2;1;70;70;1;128.27986033;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8443018;1;1;1;70;70;1;128.62505088;70;1;;;;;;;;;1;;72;0;5;2;10;2;3;;2;;.;5412;84;8423
20251250;12;2025;8443018;1;2;1;70;70;1;128.62505088;70;;1;45;1;;;;44;1423500;1;;48;0;1;1;5;2;2;;2;;3257;3257;85;8559
20251250;12;2025;8443018;1;3;1;70;70;1;128.62505088;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8443019;1;1;1;70;70;1;115.15221155;70;1;;;;;;;;;1;;12;0;5;2;10;2;3;;2;;.;5412;84;8423
20251250;12;2025;8443020;1;2;1;70;70;1;172.1678882;70;1;;;;;1;;25;700000;1;;10;1;3;1;3;2;2;;2;;.;5131;56;5611
20251250;12;2025;8443020;1;6;1;70;70;1;172.1678882;70;1;;;;;1;;42;1400000;1;;24;1;8;3;1;2;2;;2;;.;9111;97;9700
20251250;12;2025;8443021;1;2;1;70;70;1;130.59422774;70;1;;;;;;;;;1;;24;0;6;4;3;2;2;;2;;.;5120;56;5611
20251250;12;2025;8443022;1;2;1;70;70;1;151.92327712;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8443022;1;3;1;70;70;1;151.92327712;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8443022;1;4;1;70;70;1;151.92327712;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8443023;1;1;1;70;70;1;102.14376782;70;;1;8;1;;;;44;2800000;1;;2;0;8;1;8;2;2;;2;;1212;1212;88;8891
20251250;12;2025;8443023;1;2;1;70;70;1;102.14376782;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251250;12;2025;8443029;1;2;1;70;70;1;148.22698351;70;1;;;;;;;;;1;;36;0;1;1;10;2;2;;2;;.;5223;47;4773
20251250;12;2025;8443029;1;3;1;70;70;1;148.22698351;70;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
