PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;P3044S2;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6420S2;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P3363;P9440;P6500;P3364;P3364S1;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3047;P3048;P3049;P6765;P6765S1;P3051;P3052;P3053;P3365;P3365S1;P3054;P3054S1;P3055;P3055S1;P3056;P3057;P6760;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3061;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063;P3063S1;P3064;P3064S1;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P3071S3;P3072S2;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1881S1;P1882;P7240;P7240S1;OCI;INGLABO;RAMA2D_R4;RAMA4D_R4;OFICIO_C8
20251250;12;2025;8446307;1;1;1;60;08;1;832.83732417;08;1;9602;2;;;;;;;;;;;;168;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;150000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;140000;1;;3;;1;2;6;12;1;;12;;;1;2;;2;;2;;;;2;2;1;12;12;1;;3;;2;;;;;;;;1;20;1;1;1;1;1;2;2;2;2;2;2;2;;1;1;2;2;2;2;2;1;2;;120;3;;1;140000;96;9602;5142
20251250;12;2025;8446307;1;2;1;60;08;1;832.83732417;08;1;6432;1;2;2;12;2;1;1;7810;1;2;1;1;12;1;;1;1;1;1;1;2;1680000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1680000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;42;;;42;;;10;7;;1;;1;1;1;1;1;1;1;6;12;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;2;;120;3;;1;1680000;64;6432;4110
20251250;12;2025;8446308;1;1;1;60;08;1;1698.904548;08;1;6499;1;2;1;;1;;1;;1;2;1;1;190;1;;1;1;1;1;1;2;1600000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;1;52000;2;2;;;2;;;2;;;1;1361000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;6;7;;1;;1;2;1;19;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;8;;45;3;;1;1600000;64;6499;4311
20251250;12;2025;8446308;1;2;1;60;08;1;1698.904548;08;1;7112;1;2;1;;1;;1;;1;2;1;1;48;1;;1;1;1;1;2;2;2500000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;1;52000;2;2;;;2;;;2;;;1;2500000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;10;7;;1;;1;1;1;22;1;1;1;0;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;;40;3;;1;2500000;71;7112;3113
20251250;12;2025;8446309;1;1;1;60;08;1;1706.6833923;08;1;6412;1;2;1;;1;;1;;1;2;1;1;120;1;;1;1;1;1;2;2;2500000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;9;;;1;2500000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;44;;;44;;;10;7;;1;;1;1;1;10;1;1;1;0;60;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;60;2;;1;2500000;64;6412;2412
20251250;12;2025;8446310;1;1;1;60;08;1;1795.149267;08;1;4111;1;1;;;1;;1;;2;2;2;2;6;1;;1;1;1;1;1;2;1200000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;15;2;;15;;;5;4;;1;;1;2;1;7;1;1;1;8;15;1;;1;;2;;;;;;;;1;30;1;1;1;1;1;2;1;2;1;2;2;2;;2;1;1;2;1;2;1;1;8;;72;2;;1;1200000;41;4111;8332
20251250;12;2025;8446311;1;1;1;60;08;1;1902.184654;08;1;4711;1;2;1;;1;;1;;1;2;1;1;6;1;;1;1;1;1;2;1;3000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1800000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;40;;;40;;;10;7;;1;;1;2;1;9;1;1;1;3;108;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;2;;40;8;;1;3000000;47;4711;2431
20251250;12;2025;8446311;1;2;1;60;08;1;1902.184654;08;1;4782;2;;;;;;;;;;;;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;300000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;190000;1;;1;;4;2;7;8;2;;8;;;1;1;;3;;2;;;;2;2;1;60;60;1;;9;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;2;1;2;1;2;2;1;14;;;3;;1;190000;47;4782;9520
20251250;12;2025;8446312;1;1;1;60;08;1;459.00948423;08;1;8413;1;2;1;;1;;2;;2;2;2;2;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;1;;3500000;;1;1;130000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;3500000;1;;3;;1;1;12;40;;;40;;;10;7;;1;;1;1;2;12;1;2;1;18;120;1;;1;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;1;1;2;1;2;1;1;2;;60;3;;1;3500000;84;8413;4311
20251250;12;2025;8446312;1;2;1;60;08;1;459.00948423;08;1;4752;1;2;1;;1;;1;;1;2;1;1;48;1;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;1;600000;2;1;1600000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;7;7;;1;;1;1;1;12;1;1;1;18;48;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;40;3;;1;1423500;47;4752;3322
20251250;12;2025;8446314;1;1;1;60;08;1;1698.904548;08;1;4111;2;;;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;3;2;2;2;6;;;2500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1500000;1;;3;;3;1;12;45;;;45;;;2;2;;1;;1;1;2;17;1;1;1;0;9;1;;10;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;15;2;;1;1500000;41;4111;7111
20251250;12;2025;8446314;1;2;1;60;08;1;1698.904548;08;1;6910;1;2;2;12;1;;1;;1;1;1;1;72;1;;1;1;1;1;3;2;1800000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;1;2;;;2;;;2;;;2;;;1;900000;1;900000;1;900000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;45;;;45;;;10;7;;1;;1;2;1;4;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;45;3;;1;1800000;69;6910;4110
20251250;12;2025;8446316;1;1;1;60;08;1;561.39596877;08;1;4773;2;;;;;;;;;;;;300;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;200000;1;;3;;10;2;10;18;2;;0;6;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;1;2;2;1;14;;;8;;1;200000;47;4773;5223
20251250;12;2025;8446317;1;2;1;60;08;1;669.06931688;08;1;1410;1;2;1;;1;;1;;1;2;1;1;120;1;;1;1;2;2;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1300000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;46;;;46;;;6;7;;1;;1;1;1;20;1;1;1;0;12;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;2;;30;9;;1;1423500;14;1410;8153
20251250;12;2025;8446318;1;1;1;60;08;1;1033.4368243;08;1;4781;2;;;;;;;;;;;;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;100000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;80000;1;;3;;1;1;12;12;1;;12;;;1;5;;2;;2;;;;2;2;1;8;18;3;;3;;2;;;;;;;;1;48;2;1;1;1;1;2;2;2;2;2;2;2;;2;1;1;1;1;2;1;1;3;;30;9;;1;80000;47;4781;1420
20251250;12;2025;8446319;1;1;1;60;08;1;922.2582364;08;1;1011;1;2;1;;2;1;1;7820;1;2;1;1;96;1;;1;1;1;1;2;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1300000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;46;;;46;;;10;7;;1;;1;1;1;8;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;40;9;;1;1423500;10;1011;8183
20251250;12;2025;8446319;1;2;1;60;08;1;922.2582364;08;1;1392;1;2;2;12;2;1;1;7820;1;2;1;1;348;1;;1;1;1;1;2;2;2100000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;2000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;2;1;29;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;10;1;;1;2100000;13;1392;8151
20251250;12;2025;8446319;1;3;1;60;08;1;922.2582364;08;1;5012;1;2;1;;1;;1;;1;2;1;1;5;1;;1;1;1;1;1;2;2200000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;800000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;46;;;46;;;9;7;;1;;1;2;1;0;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;20;3;;1;2200000;50;5012;3513
20251250;12;2025;8446320;1;1;1;60;08;1;591.30010505;08;1;9700;1;1;;;1;;1;;2;2;2;2;84;3;;2;2;2;2;1;2;900000;2;;2;;;1;200000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;1;2;;2;;2;;;;2;2;1;15;120;1;;5;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;11;;15;8;;1;1100000;97;9700;9111
20251250;12;2025;8446320;1;2;1;60;08;1;591.30010505;08;1;1410;1;1;;;1;;1;;2;2;2;2;50;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;3;;;1500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;1500000;1;;3;;5;2;12;48;;;48;;;5;7;;1;;2;;;;2;2;1;10;60;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;;20;3;;1;1500000;14;1410;7531
20251250;12;2025;8446321;1;1;1;60;08;1;762.18160808;08;1;4330;2;;;;;;;;;;;;300;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1000000;1;;3;;3;1;12;40;;;40;;;1;2;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;1;8;2;1;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;5;;1;1000000;43;4330;7131
20251250;12;2025;8446321;1;5;1;60;08;1;762.18160808;08;1;8423;1;2;1;;1;;1;;1;1;1;1;24;2;;1;1;1;1;5;1;2100000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;2100000;1;2100000;1;1050000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;90;;;90;;;10;4;;1;;1;3;1;2;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;3;;1;2100000;84;8423;5412
20251250;12;2025;8446322;1;1;1;60;08;1;919.85563323;08;1;3830;2;;;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;300000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;300000;1;;3;;1;1;12;30;2;;30;;;1;6;;7;;2;;;;2;2;1;0;12;4;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;;10;3;;1;300000;38;3830;9611
20251250;12;2025;8446323;1;1;1;60;08;1;761.98224739;08;1;4782;2;;;;;;;;;;;;23;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;900000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;700000;1;;3;;1;2;12;30;2;;30;;;1;5;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;20;5;;1;700000;47;4782;1420
20251250;12;2025;8446324;1;1;1;60;08;1;768.54853034;08;1;4111;2;;;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;800000;1;;3;;10;2;12;40;;;40;;;2;2;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;60;3;;1;800000;41;4111;7111
20251250;12;2025;8446324;1;2;1;60;08;1;768.54853034;08;1;8220;1;2;2;12;2;1;1;7810;1;2;1;1;6;1;;1;1;1;1;2;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;500000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;40;;;40;;;10;7;;1;;1;1;1;0;1;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;45;3;;1;1423500;82;8220;9112
20251250;12;2025;8446325;1;1;1;60;08;1;826.52044782;08;1;4721;1;1;;;1;;2;;2;2;2;2;96;1;;1;1;1;1;1;2;1500000;2;;2;;;1;200000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;5;7;;2;;2;;;;2;2;1;0;60;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;13;;30;3;;1;1700000;47;4721;5223
20251250;12;2025;8446325;1;2;1;60;08;1;826.52044782;08;1;5619;2;;;;;;;;;;;;96;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;700000;1;;3;;1;2;12;30;2;;30;;;1;1;;2;;2;;;;2;2;1;0;120;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;700000;56;5619;5246
20251250;12;2025;8446325;1;3;1;60;08;1;826.52044782;08;1;5630;1;1;;;1;;1;;2;2;2;2;8;1;;1;1;1;1;1;2;1120000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;36;2;;36;;;6;7;;2;;2;;;;2;2;1;0;12;6;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;1;2;2;2;11;;15;3;;1;1120000;56;5630;5414
20251250;12;2025;8446325;1;4;1;60;08;1;826.52044782;08;1;9602;2;;;;;;;;;;;;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;400000;1;;3;;1;2;12;40;;;40;;;1;1;;5;;2;;;;2;2;1;0;12;6;;3;;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;;2;1;1;2;1;2;2;1;14;;;3;;1;400000;96;9602;5141
20251250;12;2025;8446326;1;2;1;60;08;1;744.1870342;08;1;4520;2;;;;;;;;;;;;34;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1400000;1;;3;;3;1;12;45;;;45;;;1;2;;2;;2;;;;2;2;1;0;12;4;;1;;2;;;;;;;;2;;;;1;1;1;2;2;2;1;2;1;2;;2;1;1;2;1;2;1;1;11;;15;3;;1;1400000;45;4520;7231
20251250;12;2025;8446327;1;3;1;60;08;1;810.79336149;08;1;4923;1;1;;;1;;2;;2;2;2;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;6;;;1250000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1250000;1;;3;;5;1;8;52;;;52;;;2;4;;2;;2;;;;2;2;1;4;48;1;;5;;2;;;;;;;;2;;;;1;1;1;1;1;2;1;2;1;2;;2;1;1;2;1;2;2;1;12;;15;3;;1;1250000;49;4923;8323
20251250;12;2025;8446327;1;4;1;60;08;1;810.79336149;08;1;4771;2;;;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;900000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;600000;1;;3;;1;2;12;15;1;;15;;;1;1;;2;;2;;;;2;2;1;1;24;1;;3;;2;;;;;;;;1;32;1;1;1;1;1;2;1;2;2;2;2;2;;1;1;2;2;2;2;2;1;14;;;3;;1;600000;47;4771;5223
20251250;12;2025;8446328;1;2;1;60;08;1;626.2036453;08;1;8121;2;;;;;;;;;;;;15;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;500000;1;;3;;1;1;12;30;1;;30;;;1;2;;2;;2;;;;2;2;1;60;72;1;;1;;2;;;;;;;;1;10;1;1;1;1;1;2;1;2;2;2;2;2;;1;1;2;2;2;2;2;1;2;;13;3;;1;500000;81;8121;9111
20251250;12;2025;8446329;1;3;1;60;08;1;648.87625709;08;1;6492;1;1;;;1;;1;;2;2;2;2;18;1;;1;1;2;2;1;2;1000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;24;1;;4;7;ESTUVO HOSPITALIZADO POR ACCIDENTE;4;5;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;11;;5;3;;1;1000000;64;6492;4214
20251250;12;2025;8446330;1;1;1;60;08;1;975.92627067;08;1;4731;1;2;2;12;1;;1;;1;2;1;1;2;1;;1;1;1;1;1;2;1800000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;20;1;1;1;0;20;1;;5;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;8;;1;1800000;47;4731;3341
20251250;12;2025;8446330;1;2;1;60;08;1;975.92627067;08;1;4771;2;;;;;;;;;;;;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;600000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;380000;1;;1;;3;2;2;10;2;;10;;;1;1;;3;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;14;;;3;;1;380000;47;4771;5221
20251250;12;2025;8446330;1;4;1;60;08;1;975.92627067;08;1;4731;1;2;1;;1;;1;;1;2;1;1;86;1;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;1;53000;2;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;10;6;;1;;1;1;1;10;1;1;1;1;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;1;2;2;1;2;11;;45;8;;1;1423500;47;4731;5245
20251250;12;2025;8446331;1;1;1;60;08;1;820.28285266;08;1;4752;1;2;1;;1;;1;;1;2;1;1;60;1;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;1;106000;2;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;8;1;1;1;12;48;1;;7;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;1;2;2;;1;2;1;2;1;2;2;2;2;;40;3;;1;1423500;47;4752;5230
20251250;12;2025;8446333;1;1;1;60;08;1;679.640202;08;1;4711;2;;;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;500000;1;;3;;1;1;12;50;;;50;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;1;1;1;2;2;2;1;2;2;2;;1;1;2;2;2;2;2;2;14;;;2;;1;500000;47;4711;5223
20251250;12;2025;8446334;1;1;1;60;08;1;1002.5500052;08;1;2310;1;2;1;;1;;1;;1;2;1;2;78;1;;1;1;1;1;1;2;2000000;2;;2;;;2;;2;;2;;2;;1;50000;2;1;200000;1;2;;;2;;;2;;;2;;;1;1000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;45;;;45;;;10;7;;1;;1;2;1;15;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;25;2;;1;2000000;23;2310;4322
20251250;12;2025;8446335;1;1;1;60;08;1;761.60300487;08;1;4772;1;1;;;1;;1;;2;2;2;2;16;1;;1;1;1;1;1;2;1500000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;5;7;;2;;2;;;;2;2;1;5;14;1;;1;;2;;;;;;;;2;;;;1;2;1;2;2;2;1;2;2;2;;2;2;2;1;2;2;2;2;2;;45;2;;1;1500000;47;4772;5223
20251250;12;2025;8446336;1;1;1;60;08;1;965.55053588;08;1;4923;1;1;;;1;;1;;2;2;2;2;190;1;;1;1;1;2;1;2;1400000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;2;4;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;30;8;;1;1400000;49;4923;8332
